Customer ID,Account ID,Customer,Region,Industry/Sector,Asset Type,AssetI D,Contract Start Date,Contract End Date,Credit Score,Monthly Revenue (USD),Outstanding Balance,FinancedAmount (USD),Instalment Amount,Interest Rate,Debt-to-Income Ratio,Credit Utilisation %,On Time Payments (Count),LatePayments (Count),Days Past Due,Last Payment Date,Payment Pattern Category,Transaction Volume (30/60/90 days),Returned Payments Flag,RiskScore (AI-generated),Probability OfDefault (PD),ModelConfidence,Model Version,Risk Band,TopFeatures,Exposure At Default (EAD),Asset Value,Collateral Value,Contract Status,High Risk Flag,Fraud Check Flag,Compliance Issues Flag,Last KYC Review Date,Next Review Due Date,Data Source,Record Created Date,Last Updated Date,Data Quality Score,Customer Tenure,Number Of Open Accounts,Previous Defaults Flag,Country Risk Score
CUST0228,72,Tades Bernardet,East,Manufacturing,Credit Line,AST0228,17-Aug-15,44888,398,42455,197122,112769,2009,21.75,1.6,0.62,116,24,118,17-Mar-16,Irregular,79/158/51,No,0.623,0.632,0.955,v1.7,High,"{""IncomeImpact"": 0.733, ""CreditHistory"": 0.132, ""DTI"": 0.716}",173068,313183,100915,Active,Yes,Yes,Yes,25-Aug-21,05-Jun-29,CoreBanking,05-Jun-21,31-May-16,0.82,9,6,No,62
CUST0229,114,Vanessa McKinley,South,Healthcare,Mortgage,AST0229,16-Feb-23,47881,345,5964,33470,86701,4888,11.46,1.92,0.75,79,37,138,16-May-24,Good,18/120/158,No,0.18,0.238,0.746,v3.5,Low,"{""IncomeImpact"": 0.971, ""CreditHistory"": 0.181, ""DTI"": 0.854}",272413,312463,344812,Written-Off,Yes,Yes,Yes,08-Sept-20,05-Aug-29,CRM,25-Sept-19,09-Nov-18,0.6,7,4,Yes,44
CUST0230,147,Hestia Kenforth,West,Technology,Lease,AST0230,14-Feb-17,45880,643,42376,78546,114758,2792,4.89,0.96,0.79,10,31,56,16-Jun-22,Good,81/57/117,No,0.247,0.871,0.796,v5.3,Low,"{""IncomeImpact"": 0.445, ""CreditHistory"": 0.515, ""DTI"": 0.359}",253049,390134,173809,Written-Off,No,Yes,No,24-Jan-17,19-Aug-29,CRM,26-Jan-19,10-Feb-15,0.54,1,9,Yes,19
CUST0231,76,Maurits Gallahar,Central,Retail,Loan,AST0231,05-Apr-18,45363,330,15049,51858,79475,1526,6.25,0.6,0.17,141,15,45,09-Jun-20,Good,2/45/134,Yes,0.164,0.391,0.663,v1.2,Medium,"{""IncomeImpact"": 0.969, ""CreditHistory"": 0.258, ""DTI"": 0.657}",59179,182410,110224,Closed,No,Yes,No,29-Jan-24,02-Feb-27,CoreBanking,28-Nov-20,17-Dec-23,1,14,2,Yes,19
CUST0232,65,Lishe Foro,South,Technology,Credit Line,AST0232,24-Nov-24,46520,683,22837,157168,117601,2103,23.1,1.55,0.59,137,18,38,06-Dec-24,Irregular,31/13/143,Yes,0.773,0.131,0.537,v5.9,Medium,"{""IncomeImpact"": 0.97, ""CreditHistory"": 0.454, ""DTI"": 0.236}",110700,386313,42681,Closed,Yes,Yes,No,05-Jun-23,13-Dec-29,DataWarehouse,04-Aug-20,26-Oct-20,0.73,11,6,No,92
CUST0233,126,Tamma Kleisle,Central,Manufacturing,Loan,AST0233,19-Jul-20,46336,512,16386,53215,123510,2020,10.5,0.68,0.89,146,10,95,19-Jan-22,Irregular,70/21/68,Yes,0.17,0.52,0.624,v3.7,High,"{""IncomeImpact"": 0.337, ""CreditHistory"": 0.829, ""DTI"": 0.431}",185326,125679,306164,Active,No,No,No,22-Jan-20,16-Aug-27,API,03-Aug-19,14-Feb-19,0.9,11,5,No,4
CUST0234,73,Pepi Coggins,East,Finance,Lease,AST0234,05-Jan-17,44914,384,21301,131534,139425,4578,16.45,1.59,0.93,25,7,18,20-Aug-19,Irregular,4/139/102,No,0.617,0.707,0.868,v2.5,Medium,"{""IncomeImpact"": 0.167, ""CreditHistory"": 0.168, ""DTI"": 0.037}",159710,395705,358371,Closed,Yes,Yes,No,04-Feb-15,27-Apr-29,DataWarehouse,28-Feb-18,22-Mar-24,0.67,13,7,Yes,61
CUST0235,13,Nola Yellep,South,Manufacturing,Mortgage,AST0235,03-May-22,47148,532,49404,196381,60017,3986,6.61,1.22,0.55,119,46,118,20-Jun-24,Irregular,10/80/96,No,0.664,0.475,0.934,v4.3,Medium,"{""IncomeImpact"": 0.844, ""CreditHistory"": 0.806, ""DTI"": 0.585}",236914,452188,292786,Active,No,Yes,Yes,05-Jun-18,20-Feb-29,CRM,09-Aug-20,02-Feb-24,0.83,12,6,Yes,54
CUST0236,154,Miles Servante,West,Technology,Lease,AST0236,10-Oct-19,46921,633,40466,6092,153787,363,23.13,0.39,0.95,84,36,161,29-Dec-23,High-Risk,77/146/200,No,0.206,0.112,0.968,v2.6,Low,"{""IncomeImpact"": 0.27, ""CreditHistory"": 0.057, ""DTI"": 0.531}",281226,207602,98743,Closed,Yes,No,No,02-Mar-22,16-Sept-26,CRM,03-Dec-16,03-Mar-16,0.84,6,1,No,4
CUST0237,10,Gwendolin Gonzalez,West,Retail,Mortgage,AST0237,03-Feb-17,43949,538,21077,172902,142467,673,11.91,0.8,0.01,83,26,100,25-Jun-17,Good,14/33/274,No,0.039,0.122,0.754,v4.1,Medium,"{""IncomeImpact"": 0.452, ""CreditHistory"": 0.934, ""DTI"": 0.316}",109254,73121,107833,Closed,No,No,Yes,08-Oct-21,23-Mar-28,DataWarehouse,03-Aug-21,11-Apr-17,0.75,15,5,Yes,1
CUST0238,145,Berenice Huetson,West,Technology,Mortgage,AST0238,07-Aug-16,44779,838,23554,149219,235487,4121,12.04,1.19,0.74,73,41,116,26-Apr-17,Irregular,89/182/152,No,0.042,0.148,0.976,v5.2,Medium,"{""IncomeImpact"": 0.987, ""CreditHistory"": 0.965, ""DTI"": 0.005}",131618,99150,323871,Written-Off,No,No,No,23-May-22,11-Jan-26,CRM,31-May-19,01-Nov-22,0.97,8,3,No,81
CUST0239,80,Glad Dispencer,North,Healthcare,Credit Line,AST0239,11-Jan-21,45767,721,38229,31779,101660,726,19.13,1.06,0.78,104,28,42,07-Oct-24,Irregular,26/129/22,No,0.639,0.868,0.833,v1.1,High,"{""IncomeImpact"": 0.455, ""CreditHistory"": 0.516, ""DTI"": 0.489}",243170,204835,180175,Written-Off,No,Yes,No,04-Jun-15,22-Jan-25,DataWarehouse,14-Apr-16,14-Dec-22,0.96,11,8,No,60
CUST0240,64,Halsy Player,South,Manufacturing,Mortgage,AST0240,07-Oct-15,42987,782,20293,42301,49718,247,15.57,0.44,0.12,189,25,43,20-Apr-17,Good,85/195/5,No,0.14,0.03,0.837,v2.7,Medium,"{""IncomeImpact"": 0.308, ""CreditHistory"": 0.705, ""DTI"": 0.202}",94291,118598,374557,Active,Yes,No,Yes,19-May-24,24-Jul-28,CRM,19-May-19,28-Sept-22,0.65,2,10,Yes,7
CUST0241,145,Nate Ithell,South,Healthcare,Lease,AST0241,30-Aug-23,47078,544,15106,23956,9204,3554,1.67,0.13,0.82,174,42,16,25-Sept-24,Good,12/170/85,Yes,0.97,0.094,0.589,v1.6,High,"{""IncomeImpact"": 0.673, ""CreditHistory"": 0.444, ""DTI"": 0.868}",57457,432622,171516,Closed,Yes,Yes,No,19-Oct-19,05-Sept-25,CoreBanking,25-May-17,09-Mar-16,0.68,6,1,No,84
CUST0242,70,Arch Plevin,South,Manufacturing,Mortgage,AST0242,19-Jul-18,43714,367,45120,72995,175379,3122,2.05,1.78,0.41,196,38,127,03-Feb-19,Good,91/137/291,Yes,0.693,0.838,0.809,v3.1,High,"{""IncomeImpact"": 0.945, ""CreditHistory"": 0.683, ""DTI"": 0.497}",171055,335759,365069,Closed,Yes,No,Yes,15-Feb-22,09-Apr-29,DataWarehouse,19-Jul-24,22-Jun-22,0.74,11,1,No,49
CUST0243,110,Hayward Asgodby,South,Technology,Loan,AST0243,24-Sept-20,47086,538,3390,161572,203951,1116,8.41,1.5,0.76,158,5,15,21-Nov-24,Good,47/127/151,Yes,0.869,0.571,0.838,v2.6,Low,"{""IncomeImpact"": 0.03, ""CreditHistory"": 0.931, ""DTI"": 0.69}",20874,129814,380270,Written-Off,No,No,Yes,13-Feb-18,13-Oct-26,CRM,03-Nov-20,18-Nov-23,0.99,10,1,Yes,94
CUST0244,194,Deeyn Grimoldby,South,Technology,Loan,AST0244,18-Sept-18,45129,554,47046,182525,193613,1922,15.59,0.82,0.32,113,40,1,27-Jan-20,Good,62/17/98,Yes,0.216,0.659,0.829,v2.3,Low,"{""IncomeImpact"": 0.394, ""CreditHistory"": 0.651, ""DTI"": 0.107}",49108,96056,310709,Written-Off,Yes,Yes,Yes,12-Oct-19,24-Jan-29,API,29-Jun-18,03-Nov-16,0.86,8,7,Yes,78
CUST0245,224,Lacey Ludy,Central,Manufacturing,Mortgage,AST0245,16-Oct-17,44630,578,33534,20975,99262,3362,10.07,0.99,0.42,156,47,110,23-May-19,Good,61/5/195,No,0.999,0.048,0.891,v1.4,High,"{""IncomeImpact"": 0.977, ""CreditHistory"": 0.407, ""DTI"": 0.871}",282646,85110,289853,Written-Off,Yes,No,No,14-Mar-20,19-Sept-26,API,06-Mar-18,17-Mar-19,0.78,16,2,No,18
CUST0246,28,Arabelle Labro,South,Healthcare,Loan,AST0246,07-Jan-23,47220,313,34813,191461,195144,3165,12.79,1.86,0.94,190,23,98,26-Jul-23,Irregular,39/164/36,No,0.567,0.738,0.834,v1.1,Medium,"{""IncomeImpact"": 0.879, ""CreditHistory"": 0.404, ""DTI"": 0.327}",297541,90124,101831,Closed,No,No,No,13-Feb-22,11-Nov-28,DataWarehouse,23-Oct-22,25-Aug-15,0.83,14,4,Yes,62
CUST0247,70,Trey Woofinden,North,Healthcare,Lease,AST0247,22-May-15,43991,766,46634,38631,71660,2126,15.45,1.91,0.84,3,7,23,04-Dec-18,High-Risk,91/98/203,Yes,0.808,0.762,0.56,v5.3,Medium,"{""IncomeImpact"": 0.798, ""CreditHistory"": 0.436, ""DTI"": 0.818}",87939,440027,223803,Closed,No,No,No,26-Mar-23,23-Apr-27,CRM,23-Mar-16,18-Feb-22,0.79,12,3,No,96
CUST0248,204,Stacey Moy,East,Finance,Mortgage,AST0248,08-May-17,46292,803,2103,25394,23308,3522,13.6,1.34,0.73,43,11,95,24-Oct-21,Good,90/34/101,No,0.544,0.006,0.848,v2.8,Low,"{""IncomeImpact"": 0.325, ""CreditHistory"": 0.366, ""DTI"": 0.396}",237276,302319,111449,Active,Yes,Yes,Yes,28-Jan-24,04-Apr-29,CoreBanking,28-Nov-17,10-Oct-24,0.7,20,2,Yes,11
CUST0249,11,Bradley Durkin,North,Retail,Loan,AST0249,15-Apr-18,43921,650,3944,153523,66546,4014,12.64,1.55,0.01,68,48,1,06-May-19,High-Risk,74/10/49,Yes,0.389,0.449,0.537,v5.0,Medium,"{""IncomeImpact"": 0.238, ""CreditHistory"": 0.373, ""DTI"": 0.227}",273668,404173,139374,Closed,No,No,No,10-Oct-18,30-Jan-27,DataWarehouse,15-Jul-18,28-Feb-24,0.62,12,7,No,79
CUST0250,65,Guthrey Larenson,East,Finance,Loan,AST0250,23-Aug-15,44062,767,47764,105331,195112,1237,1.62,0.33,0.53,179,48,63,15-Jul-20,Irregular,57/158/243,No,0.603,0.668,0.932,v2.0,High,"{""IncomeImpact"": 0.619, ""CreditHistory"": 0.463, ""DTI"": 0.38}",169916,13719,332281,Closed,Yes,No,No,14-Aug-17,27-May-28,API,28-Jun-19,16-Apr-23,0.81,3,6,No,61
